NM_MUNICIPIO_PROPRIEDADE;SG_UF_PROPRIEDADE;NM_CULTURA_GLOBAL;NR_AREA_TOTAL;NR_PRODUTIVIDADE_ESTIMADA;NR_PRODUTIVIDADE_SEGURADA;NivelDeCobertura;VL_LIMITE_GARANTIA;VL_PREMIO_LIQUIDO;PE_TAXA;VL_SUBVENCAO_FEDERAL;ANO_APOLICE;CD_GEOCMU;VALOR_INDENIZAÇÃO;EVENTO_PREPONDERANTE
Itaipulândia;PR;Soja;152;2742;1508,4;0,55;174300,37;5593,2;0,0321;2796,6;2008;4110953;76536,24; SECA
Itaipulândia;PR;Soja;100;2742;1508,4;0,55;129799,22;4165,18;0,0321;2082,59;2008;4110953;29991,97; SECA
Itaipulândia;PR;Soja;49;2742;1508,4;0,55;64037,05;2054,91;0,0321;1027,46;2008;4110953;35813,49; SECA
Munhoz de Melo;PR;Soja;217;2009,4;1105,2;0,55;192550,44;7182,07;0,0373;3591,04;2008;4116307;12402,91; CHUVA EXCESSIVA
São Joaquim;SC;Maçã;2;30000;30000;1,00;22080;2724,01;0,1234;1362,01;2008;4216503;11327,99; GRANIZO
Chapadão do Lageado;SC;Cebola;0;30000;30000;1,00;9990;569,42;0,0570;227,77;2008;4204194;99,90; GRANIZO
Assis Chateaubriand;PR;Soja;9;2058;2940;1,43;7536,74;251,31;0,0333;125,66;2008;4102000;5476,27; SECA
Missal;PR;Soja;4;2436;1339,8;0,55;5414,92;173,76;0,0321;86,88;2008;4116059;472,67; SECA
Missal;PR;Soja;9;2436;1339,8;0,55;11290,68;362,31;0,0321;181,16;2008;4116059;4449,98; SECA
Missal;PR;Soja;8;2436;1339,8;0,55;9792,94;314,25;0,0321;157,13;2008;4116059;2423,26; SECA
Missal;PR;Soja;4;2436;1339,8;0,55;5530,13;177,46;0,0321;88,73;2008;4116059;1453,05; SECA
Missal;PR;Soja;6;2436;1339,8;0,55;6912,66;221,82;0,0321;110,91;2008;4116059;2350,38; SECA
Missal;PR;Soja;12;2436;1339,8;0,55;13825,32;443,65;0,0321;221,83;2008;4116059;4272,48; SECA
Santa Terezinha de Itaipu;PR;Soja;33;2512,8;1381,8;0,55;37458,07;1164,07;0,0311;582,04;2008;4124053;11203,05; SECA
Iretama;PR;Soja;84;2805;1683;0,60;114040,08;3947,2;0,0346;1973,6;2008;4110805;39063,63; SECA
São Miguel do Iguaçu;PR;Soja;17;2511;1381,2;0,55;18453,77;592,17;0,0321;296,09;2008;4125704;8537,55; SECA
São Miguel do Iguaçu;PR;Soja;10;2511;1381,2;0,55;11021,88;353,69;0,0321;176,85;2008;4125704;5035,38; SECA
São Miguel do Iguaçu;PR;Soja;58;2511;1381,2;0,55;60882,74;1953,69;0,0321;976,85;2008;4125704;32905,72; SECA
São Miguel do Iguaçu;PR;Soja;9;2511;1381,2;0,55;9447,32;303,16;0,0321;151,58;2008;4125704;4339,98; SECA
São Miguel do Iguaçu;PR;Soja;9;2511;1381,2;0,55;7872,77;262,51;0,0333;131,26;2008;4125704;4370,76; SECA
São Miguel do Iguaçu;PR;Soja;4;2511;1381,2;0,55;5059,57;162,36;0,0321;81,18;2008;4125704;2340,78; SECA
Quinta do Sol;PR;Milho 1ª safra;8;6045;3929,4;0,65;15473,39;663,19;0,0429;331,6;2008;4121109;5889,27; SECA
Ubiratã;PR;Soja;27;2807,4;1684,2;0,60;30430,59;1110,16;0,0365;555,08;2008;4128005;8834,60; SECA
Foz do Iguaçu;PR;Soja;43;2842,8;1563,6;0,55;58620,31;1881,09;0,0321;940,55;2008;4108304;10911,33; SECA
Ortigueira;PR;Milho 1ª safra;48;3985,2;1992,6;0,50;38579,64;1135,44;0,0294;567,72;2008;4117305;4404,40; SECA
Terra Boa;PR;Soja;36;2350,2;1410;0,60;38899,08;1375,63;0,0354;687,82;2008;4127205;9379,92; SECA
Pimenta;MG;Tomate;1;80000;80000;1,00;34056,2;1437,17;0,0422;574,87;2008;3150505;5490,51; GRANIZO
Diamante d'Oeste;PR;Soja;13;2482,2;1365;0,55;15261,82;489,74;0,0321;244,87;2008;4107157;8094,32; SECA
São Joaquim;SC;Maçã;18;28000;28000;1,00;252000;31089,24;0,1234;15544,62;2008;4216503;74189,92; GRANIZO
Platina;SP;Milho 1ª safra;24;4575;2745;0,60;24357,3;1021,39;0,0419;510,7;2008;3539707;9450,10; SECA
São Miguel do Iguaçu;PR;Soja;16;2511;1381,2;0,55;19005,14;609,87;0,0321;304,94;2008;4125704;8441,76; SECA
São Miguel do Iguaçu;PR;Soja;36;2511;1381,2;0,55;43117,91;1383,63;0,0321;691,82;2008;4125704;23444,71; SECA
Santa Cruz do Rio Pardo;SP;Cana-de-açúcar;190;0;0;;418000;8359,92;0,0200;3343,97;2008;3546405;25806,00; INCÊNDIO
Guararapes;SP;Milho 1ª safra;12;4474,8;2908,8;0,65;15486,18;854,16;0,0552;427,08;2008;3518206;4804,91; SECA
Marechal Cândido Rondon;PR;Soja;24;2258,4;1242;0,55;24363,8;726,57;0,0298;363,29;2008;4114609;4256,67; SECA
Marechal Cândido Rondon;PR;Soja;24;2258,4;1242;0,55;23847,12;711,17;0,0298;355,59;2008;4114609;3609,60; SECA
Ibirarema;SP;Milho 1ª safra;10;5325;3195;0,60;15309,15;600,84;0,0392;300,42;2008;3519501;6768,13; SECA
Santa Helena;PR;Soja;7;2362,8;1299,6;0,55;5306,34;176,94;0,0333;88,47;2008;4123501;2548,00; SECA
Pimenta;MG;Tomate;8;80000;80000;1,00;303888;13219,8;0,0435;5287,92;2008;3150505;8396,49; GRANIZO
Araruna;PR;Soja;38;2283,6;1370,4;0,60;42440,22;1468,96;0,0346;734,48;2008;4101705;6582,40; SECA
Missal;PR;Soja;35;2436;1339,8;0,55;40323,84;1293,98;0,0321;646,99;2008;4116059;8894,54; SECA
Ribeirão Branco;SP;Tomate;5;50000;50000;1,00;175000;7384,93;0,0422;2953,97;2008;3543006;8750,00; GRANIZO
Medianeira;PR;Soja;25;2822,4;1552,2;0,55;33376,07;1071,01;0,0321;535,51;2008;4115804;4160,25; SECA
Itaipulândia;PR;Soja;11;2742;1508,4;0,55;14812,7;475,33;0,0321;237,67;2008;4110953;9398,88; SECA
Candido Mota;SP;Soja;26;2380,8;1547,4;0,65;33779,19;1182,78;0,0350;591,39;2008;3510005;13413,55; SECA
São Miguel do Iguaçu;PR;Soja;29;2511;1381,2;0,55;35218,9;1130,15;0,0321;565,08;2008;4125704;11500,04; SECA
Santa Helena;PR;Soja;37;2362,8;1299,6;0,55;36542,29;1172,62;0,0321;586,31;2008;4123501;8379,76; SECA
Toledo;PR;Soja;40;2701,2;1485,6;0,55;47542;1493,17;0,0314;746,59;2008;4127700;6688,00; SECA
Ribeirão Branco;SP;Tomate;2;50000;50000;1,00;102200;4312,8;0,0422;1725,12;2008;3543006;52868,06; GRANIZO
Engenheiro Beltrão;PR;Soja;24;2877;1726,2;0,60;35628,77;1233,2;0,0346;616,6;2008;4107504;11217,84; SECA
Bento Gonçalves;RS;Uva;1;9653;9653;1,00;20000,03;1264;0,0632;632;2008;4302105;3928,99; GEADA
Bento Gonçalves;RS;Uva;1;26670;26670;1,00;17012,7;1075,21;0,0632;537,61;2008;4302105;2032,57; GEADA
Bento Gonçalves;RS;Uva;30;23000;23000;1,00;73359;3066,21;0,0418;1533,11;2008;4302105;1731,23; GRANIZO
São Miguel do Iguaçu;PR;Soja;9;2511;1381,2;0,55;11498,11;368,97;0,0321;184,49;2008;4125704;4586,96; SECA
Candido Mota;SP;Soja;36;2380,8;1547,4;0,65;46062,5;1612,9;0,0350;806,45;2008;3510005;2753,34; SECA
Campos Novos Paulista;SP;Milho 1ª safra;96;3400,2;2209,8;0,65;94128,32;4121,94;0,0438;2060,97;2008;3509809;32689,36; SECA
Manduri;SP;Soja;22;2500,2;1624,8;0,65;29954,6;1048,86;0,0350;524,43;2008;3528601;6801,99; SECA
Manduri;SP;Soja;72;2500,2;1624,8;0,65;96379,73;3374,76;0,0350;1687,38;2008;3528601;23220,10; SECA
Missal;PR;Soja;52;2436;1339,8;0,55;59909,71;1922,47;0,0321;961,24;2008;4116059;12633,40; SECA
Ibirarema;SP;Soja;12;2313,6;1504,2;0,65;14922,07;522,5;0,0350;261,25;2008;3519501;6290,55; SECA
Itaipulândia;PR;Soja;19;2742;1508,4;0,55;21778,94;698,87;0,0321;349,44;2008;4110953;10245,18; SECA
Matelândia;PR;Soja;15;2548,2;1401,6;0,55;18718,66;600,67;0,0321;300,34;2008;4115606;3218,74; SECA
Serranópolis do Iguaçu;PR;Soja;7;2888,4;1588,8;0,55;10629,5;341,09;0,0321;170,55;2008;4126355;3261,76; SECA
Serranópolis do Iguaçu;PR;Soja;24;2888,4;1588,8;0,55;33063,5;1060,99;0,0321;530,5;2008;4126355;8678,60; SECA
Serranópolis do Iguaçu;PR;Soja;8;2888,4;1588,8;0,55;11572,22;371,35;0,0321;185,68;2008;4126355;2727,93; SECA
Santa Terezinha de Itaipu;PR;Soja;41;2512,8;1381,8;0,55;48848,62;1567,52;0,0321;783,76;2008;4124053;11505,12; SECA
Santa Terezinha de Itaipu;PR;Soja;23;2512,8;1381,8;0,55;27336,2;877,2;0,0321;438,6;2008;4124053;3431,83; SECA
Lençóis Paulista;SP;Cana-de-açúcar;82;0;0;;117585;2678,45;0,0228;1071,38;2008;3526803;15309,00; INCÊNDIO
Santa Terezinha de Itaipu;PR;Soja;72;2512,8;1381,8;0,55;86287,33;2768,91;0,0321;1384,46;2008;4124053;52571,10; SECA
Santa Terezinha de Itaipu;PR;Soja;4;2512,8;1381,8;0,55;5752,49;184,59;0,0321;92,3;2008;4124053;1671,20; SECA
São Miguel do Iguaçu;PR;Soja;26;2511;1381,2;0,55;27943,08;896,68;0,0321;448,34;2008;4125704;12786,11; SECA
São Miguel do Iguaçu;PR;Soja;31;2511;1381,2;0,55;37416,37;1200,67;0,0321;600,34;2008;4125704;15509,02; SECA
Campos Novos Paulista;SP;Soja;21;2950,2;1917,6;0,65;34245,78;1199,13;0,0350;599,57;2008;3509809;3821,95; SECA
São Miguel do Iguaçu;PR;Soja;42;2511;1381,2;0,55;49888,5;1600,88;0,0321;800,44;2008;4125704;12154,38; SECA
Campina da Lagoa;PR;Milho 1ª safra;36;7006,2;4203,6;0,60;55951,91;2296,41;0,0410;1148,21;2008;4103909;24868,40; SECA
Palmital;SP;Milho 1ª safra;43;6000;3600;0,60;57499,2;2411,16;0,0419;1205,58;2008;3535309;20670,96; SECA
Florínea;SP;Soja;33;2424;1454,4;0,60;39424,13;1201,95;0,0305;600,98;2008;3516101;24718,84; SECA
Itapeva;SP;Tomate;12;50000;50000;1,00;420000;17723,82;0,0422;7089,53;2008;3522406;4200,00; GRANIZO
Candido Mota;SP;Milho 1ª safra;24;6664,8;3999;0,60;35484,46;1488;0,0419;744;2008;3510005;9490,03; SECA
Candido Mota;SP;Soja;10;2380,8;1547,4;0,65;13818,76;483,86;0,0350;241,93;2008;3510005;8577,07; SECA
Candido Mota;SP;Soja;10;2380,8;1547,4;0,65;13818,76;483,86;0,0350;241,93;2008;3510005;9282,52; SECA
Matelândia;PR;Soja;29;2548,2;1401,6;0,55;30889,88;991,24;0,0321;495,62;2008;4115606;7647,88; SECA
Palmital;SP;Milho 1ª safra;14;6000;3600;0,60;22999,68;902,68;0,0392;451,34;2008;3535309;8305,44; SECA
São Jorge D'Oeste;PR;Soja;21;2049;1229,4;0,60;18743,44;662,84;0,0354;331,42;2008;4125209;2985,54; SECA
Ramilândia;PR;Soja;71;2401,8;1321,2;0,55;71678,13;2300,1;0,0321;1150,05;2008;4121257;33497,94; SECA
Assis Chateaubriand;PR;Soja;55;2058;2940;1,43;60493,36;1899,95;0,0314;949,98;2008;4102000;13842,05; SECA
Palmital;SP;Soja;19;2307,6;1500;0,65;23835,4;834,6;0,0350;417,3;2008;3535309;9670,04; SECA
Ribeirão Branco;SP;Tomate;1;50000;50000;1,00;43750;1846,23;0,0422;738,49;2008;3543006;14004,38; GRANIZO
Santa Lúcia;PR;Soja;34;2605,8;1563,6;0,60;45715,28;1616,67;0,0354;808,34;2008;4123824;1008,78; SECA
Santa Terezinha de Itaipu;PR;Soja;75;2512,8;1381,8;0,55;89852,91;2883,32;0,0321;1441,66;2008;4124053;43885,48; SECA
Assis Chateaubriand;PR;Soja;5;2472,6;1360,2;0,55;4685,7;156,24;0,0333;78,12;2008;4102000;3088,39; SECA
Assis Chateaubriand;PR;Soja;13;2472,6;1360,2;0,55;11404,16;380,27;0,0333;190,14;2008;4102000;7280,14; SECA
Assis Chateaubriand;PR;Soja;9;2472,6;1360,2;0,55;8337,78;278,02;0,0333;139,01;2009;4102000;4903,30; SECA
Assis Chateaubriand;PR;Soja;7;2472,6;1360,2;0,55;6253,34;208,51;0,0333;104,26;2008;4102000;3594,71; SECA
Palmital;SP;Soja;273;2307,6;1500;0,65;336868,92;11795,55;0,0350;5897,78;2008;3535309;123192,00; SECA
Palmital;SP;Milho 1ª safra;193;6000;3600;0,60;255552;10716,26;0,0419;5358,13;2008;3535309;83735,86; SECA
Santa Helena;PR;Soja;19;2362,8;1299,6;0,55;20449,13;635,49;0,0311;317,75;2008;4123501;6778,18; SECA
Coronel Domingos Soares;PR;Trigo;54;2221,8;1222,2;0,55;36296,37;5444,46;0,1500;3266,68;2008;4106456;1550,34; CHUVA EXCESSIVA
São Jorge D'Oeste;PR;Soja;70;2049;1229,4;0,60;65404,07;2312,95;0,0354;1156,48;2008;4125209;13811,50; SECA
São Jorge D'Oeste;PR;Soja;26;2049;1229,4;0,60;23063,54;815,62;0,0354;407,81;2008;4125209;8423,24; SECA
Santa Cruz do Rio Pardo;SP;Milho 1ª safra;24;3744,6;2434,2;0,65;21205,77;999,94;0,0472;499,97;2008;3546405;7069,78; SECA
Palmital;SP;Soja;10;2307,6;1153,8;0,50;8076,25;209,21;0,0259;104,61;2008;3535309;1064,00; SECA
Fênix;PR;Soja;24;2614,8;1568,4;0,60;25308,36;923,3;0,0365;461,65;2008;4107702;14974,96; SECA
Mamborê;PR;Soja;12;2058;2940;1,43;15682,72;492,56;0,0314;246,28;2008;4114005;2613,79; GRANIZO
Santa Cruz do Rio Pardo;SP;Soja;84;2700;1620;0,60;104282,64;3179,33;0,0305;1589,67;2008;3546405;9277,50; CHUVA EXCESSIVA
Itaipulândia;PR;Soja;115;2742;1508,4;0,55;149748,37;4805,34;0,0321;2402,67;2008;4110953;82317,82; SECA
Indaiatuba;SP;Uva;3;15686;15686;1,00;53802,98;4261,2;0,0792;2130,6;2008;3520509;26399,54; GRANIZO
Munhoz de Melo;PR;Soja;16;2009,4;1105,2;0,55;14227,34;530,68;0,0373;265,34;2008;4116307;2371,22; GRANIZO
Nova Cantu;PR;Soja;24;2709;1625,4;0,60;29891,59;1057,08;0,0354;528,54;2008;4116802;8175,24; SECA
Fênix;PR;Milho 1ª safra;29;6885;4131;0,60;39989,53;1641,27;0,0410;820,64;2008;4107702;7337,44; SECA
Rancho Alegre d'Oeste;PR;Soja;92;2715;1629;0,60;129813,16;4493,14;0,0346;2246,57;2008;4121356;24902,16; SECA
Itaipulândia;PR;Soja;13;2742;1508,4;0,55;17225,28;552,75;0,0321;276,38;2008;4110953;11500,74; SECA
Itaipulândia;PR;Soja;13;2742;1508,4;0,55;17821,93;571,9;0,0321;285,95;2008;4110953;11899,11; SECA
Palotina;PR;Soja;18;2554,8;1405,2;0,55;21990,68;705,68;0,0321;352,84;2008;4117909;3701,70; SECA
Lebon Régis;SC;Tomate;9;40000;40000;1,00;301120;15898,97;0,0528;6359,59;2008;4209706;36646,46; GRANIZO
Monte Mor;SP;Tomate;7;80000;80000;1,00;214512,3;9052,42;0,0422;3620,97;2008;3531803;6435,37; GRANIZO
Tuneiras do Oeste;PR;Soja;77;1168,8;2125,2;1,82;68786,08;3163,06;0,0460;1581,53;2008;4127908;6179,71; SECA
Candido Mota;SP;Milho 1ª safra;16;6664,8;4332;0,65;26909,05;1275,11;0,0474;637,56;2008;3510005;6149,22; SECA
Palmital;SP;Milho 1ª safra;48;6000;3600;0,60;63888;2679,06;0,0419;1339,53;2008;3535309;15972,00; SECA
Campos Novos Paulista;SP;Soja;42;2950,2;1917,6;0,65;56844,29;2034,74;0,0358;1017,37;2008;3509809;5573,26; SECA
Manduri;SP;Soja;53;2500,2;1624,8;0,65;70942,3;2484,07;0,0350;1242,04;2008;3528601;7814,57; SECA
Missal;PR;Soja;60;2436;1339,8;0,55;69702,64;2236,71;0,0321;1118,36;2008;4116059;8949,16; SECA
Itaipulândia;PR;Soja;21;2742;1508,4;0,55;28250,5;906,54;0,0321;453,27;2008;4110953;7988,68; SECA
Santa Terezinha de Itaipu;PR;Soja;21;2512,8;1381,8;0,55;25886,2;830,67;0,0321;415,34;2008;4124053;6480,85; SECA
Matelândia;PR;Soja;19;2548,2;1401,6;0,55;22901,12;734,89;0,0321;367,45;2008;4115606;5245,14; SECA
Campo Bonito;PR;Milho 1ª safra;36;7521;4512,6;0,60;72077,64;2548,95;0,0354;1274,48;2008;4104055;22720,17; SECA
Serranópolis do Iguaçu;PR;Soja;60;2888,4;1588,8;0,55;81975,62;2630,54;0,0321;1315,27;2008;4126355;15351,00; SECA
Atibaia;SP;Uva;1;18000;18000;1,00;39830,6;3154,8;0,0792;1577,4;2008;3504107;7689,72; GRANIZO
Bento Gonçalves;RS;Uva;2;30545,45;30545,45;1,00;41871;1750,21;0,0418;875,11;2008;4302105;2969,61; GRANIZO
Candido Mota;SP;Soja;24;2380,8;1547,4;0,65;30708,34;1075,26;0,0350;537,63;2008;3510005;5089,99; SECA
Fênix;PR;Soja;29;2614,8;1568,4;0,60;30370,03;1107,95;0,0365;553,98;2008;4107702;10802,88; SECA
Platina;SP;Milho 1ª safra;40;4575;2745;0,60;40390,84;1693,74;0,0419;846,87;2008;3539707;10417,75; SECA
Engenheiro Beltrão;PR;Soja;40;2877;1582,2;0,55;50635,2;1590,32;0,0314;795,16;2009;4107504;36496,00; SECA
Jarinu;SP;Uva;0;17500;17500;1,00;25987,5;2121,72;0,0816;1060,86;2008;3525201;11100,30; GRANIZO
Candido Mota;SP;Milho 1ª safra;12;6664,8;3999;0,60;17742,23;744;0,0419;372;2008;3510005;15346,43; SECA
Itaipulândia;PR;Soja;17;2742;1508,4;0,55;22556,29;723,81;0,0321;361,91;2008;4110953;3320,09; SECA
Kaloré;PR;Soja;16;2715;1357,8;0,50;13414,36;404,17;0,0301;202,09;2008;4113106;2638,40; SECA
Kaloré;PR;Soja;12;2715;1357,8;0,50;9581,69;288,69;0,0301;144,35;2008;4113106;3599,75; SECA
Kaloré;PR;Soja;14;2715;1357,8;0,50;11498,02;346,43;0,0301;173,22;2008;4113106;3877,56; SECA
Kaloré;PR;Soja;61;2058;2940;1,43;58630,42;2138,94;0,0365;1069,47;2008;4113106;3433,60; SECA
Engenheiro Beltrão;PR;Soja;48;2877;1726,2;0,60;71851,34;2486,95;0,0346;1243,48;2008;4107504;38478,44; SECA
Candido Mota;SP;Milho 1ª safra;33;2058;2940;1,43;45162,04;1893,82;0,0419;946,91;2008;3510005;19701,22; SECA
Candido Mota;SP;Milho 1ª safra;29;2058;2940;1,43;42581,35;1785,6;0,0419;892,8;2008;3510005;20859,43; SECA
São Miguel do Iguaçu;PR;Soja;32;2511;1381,2;0,55;38010,28;1219,72;0,0321;609,86;2008;4125704;4251,84; SECA
São Miguel do Iguaçu;PR;Soja;62;2511;1381,2;0,55;74607,05;2394,09;0,0321;1197,05;2008;4125704;13261,07; SECA
Flores da Cunha;RS;Uva;7;20000;20000;1,00;77600;5228,68;0,0674;2614,34;2008;4308201;8612,98; GEADA
Óleo;SP;Soja;32;2500,2;1624,8;0,65;43532,77;1524,31;0,0350;762,16;2008;3533809;7255,46; CHUVA EXCESSIVA
Santa Helena;PR;Soja;14;2362,8;1299,6;0,55;16204,92;520,01;0,0321;260,01;2008;4123501;8099,26; SECA
Santa Helena;PR;Soja;5;2362,8;1299,6;0,55;5587,91;179,31;0,0321;89,66;2008;4123501;1638,30; SECA
São Miguel do Iguaçu;PR;Soja;65;2511;1381,2;0,55;77612,24;2490,53;0,0321;1245,27;2008;4125704;25342,77; SECA
Flores da Cunha;RS;Uva;6;20000;20000;1,00;72000;4550,35;0,0632;2275,18;2008;4308201;25218,00; GEADA
Cascavel;PR;Soja;24;2768,4;1660,8;0,60;34285,1;1212,46;0,0354;606,23;2008;4104808;16212,72; SECA
Candido Mota;SP;Soja;12;2380,8;1547,4;0,65;15354,17;535,58;0,0349;267,79;2008;3510005;7833,41; SECA
Assis Chateaubriand;PR;Soja;21;2472,6;1360,2;0,55;25474,13;800,08;0,0314;400,04;2008;4102000;5778,45; SECA
Maripá;PR;Soja;16;2526;1389,6;0,55;20241,88;649,55;0,0321;324,78;2008;4115358;4851,27; SECA
Palotina;PR;Soja;43;2554,8;1405,2;0,55;46448,47;1490,51;0,0321;745,26;2008;4117909;12000,78; SECA
Toledo;PR;Soja;33;2701,2;1485,6;0,55;43288,18;1359,57;0,0314;679,79;2008;4127700;12295,72; SECA
Toledo;PR;Soja;36;2701,2;1485,6;0,55;42787,8;1343,86;0,0314;671,93;2008;4127700;5860,80; SECA
Toledo;PR;Trigo;57;2060,4;1133,4;0,55;35579,95;5336,99;0,1500;3202,19;2008;4127700;20083,12; GEADA
Toledo;PR;Soja;1608;2258,4;1242;0,55;24045,65;755,21;0,0314;377,61;2008;4127700;5324,00; SECA
Quatro Pontes;PR;Soja;32;2615,4;1438,8;0,55;39588,2;1270,36;0,0321;635,18;2008;4120853;12521,60; SECA
Candido Mota;SP;Milho 1ª safra;38;6664,8;3999;0,60;56775,13;2380,8;0,0419;1190,4;2008;3510005;25257,05; SECA
Terra Boa;PR;Soja;231;2350,2;1410;0,60;280110,6;9695,3;0,0346;4847,65;2008;4127205;63769,86; SECA
Missal;PR;Soja;25;2436;1339,8;0,55;28802,75;924,26;0,0321;462,13;2008;4116059;9787,82; SECA
Missal;PR;Soja;5;2436;1339,8;0,55;5760,55;184,85;0,0321;92,43;2008;4116059;1935,00; SECA
Missal;PR;Soja;27;2436;1339,8;0,55;31106,96;998,2;0,0321;499,1;2008;4116059;10866,96; SECA
Missal;PR;Soja;16;2436;1339,8;0,55;19182,62;615,56;0,0321;307,78;2008;4116059;6228,76; SECA
Santa Terezinha de Itaipu;PR;Soja;58;2512,8;1381,8;0,55;69350,77;2225,42;0,0321;1112,71;2008;4124053;16459,36; SECA
Missal;PR;Soja;19;2436;1339,8;0,55;21890,08;713,71;0,0326;356,86;2008;4116059;3987,38; SECA
Candido Mota;SP;Milho 1ª safra;62;2058;2940;1,43;75485,12;3165,38;0,0419;1582,69;2008;3510005;15091,36; SECA
Santa Inês;PR;Soja;17;1637,4;900,6;0,55;11636,08;420,32;0,0361;210,16;2008;4123600;7965,18; SECA
Atibaia;SP;Uva;9;15000;15000;1,00;140400;11119,68;0,0792;5559,84;2008;3504107;32558,58; GRANIZO
Roncador;PR;Soja;80;2954,4;1773;0,60;113452,8;3926,88;0,0346;1963,44;2008;4122503;18908,80; GRANIZO
Campina da Lagoa;PR;Milho 1ª safra;36;7006,2;4203,6;0,60;55951,92;2296,41;0,0410;1148,21;2008;4103909;9830,76; SECA
Candido Mota;SP;Soja;10;2380,8;1547,4;0,65;12689,4;444,32;0,0350;222,16;2008;3510005;2373,90; SECA
Candido Mota;SP;Milho 1ª safra;72;6664,8;4332;0,65;94356,4;4330,07;0,0459;2165,04;2008;3510005;85595,40; SECA
Campos Novos Paulista;SP;Soja;16;2950,2;1917,6;0,65;24686,67;864,41;0,0350;432,21;2008;3509809;218,62; VENTOS FORTES/FRIOS
Palmital;SP;Milho 1ª safra;130;6000;3600;0,60;188179,2;7152,43;0,0380;3576,22;2008;3535309;61785,50; SECA
Nova Prata do Iguaçu;PR;Milho 1ª safra;29;5989,8;3594;0,60;45855,62;1799,7;0,0392;899,85;2008;4117255;2663,65; SECA
Quinta do Sol;PR;Soja;96;2713,8;1356,6;0,50;112957,13;3311,77;0,0293;1655,89;2008;4121109;15109,51; SECA
Serranópolis do Iguaçu;PR;Soja;19;2888,4;1588,8;0,55;27106,61;869,83;0,0321;434,92;2008;4126355;10083,87; SECA
Santa Terezinha de Itaipu;PR;Soja;12;2512,8;1381,8;0,55;14381,22;461,48;0,0321;230,74;2008;4124053;9235,22; SECA
Foz do Iguaçu;PR;Soja;41;2842,8;1563,6;0,55;57787,04;1854,35;0,0321;927,18;2008;4108304;19037,93; SECA
Foz do Iguaçu;PR;Soja;24;2842,8;1563,6;0,55;33289,88;1068,25;0,0321;534,13;2008;4108304;16747,41; SECA
Palmital;SP;Soja;43;2307,6;1500;0,65;38111,82;1435,9;0,0377;717,95;2008;3535309;262,57; SECA
Candido Mota;SP;Milho 1ª safra;116;6664,8;4332;0,65;150970,25;6928,12;0,0459;3464,06;2008;3510005;55826,49; SECA
Campos Novos Paulista;SP;Soja;19;2950,2;1917,6;0,65;30440,69;1065,88;0,0350;532,94;2008;3509809;6485,01; SECA
Luiziana;PR;Milho 1ª safra;22;8186,4;4911,6;0,60;47547,19;1826,43;0,0384;913,22;2008;4113734;9597,72; SECA
São Miguel do Iguaçu;PR;Soja;108;2511;1381,2;0,55;129353,72;4150,89;0,0321;2075,45;2008;4125704;9413,56; SECA
São Jorge D'Oeste;PR;Soja;36;2058;2940;1,43;31239,05;1104,73;0,0354;552,37;2008;4125209;11387,67; SECA
Cantagalo;PR;Milho 1ª safra;32;4087,8;2656,8;0,65;28386,02;1316,51;0,0464;658,26;2008;4104451;1634,55; SECA
Maripá;PR;Soja;60;2526;1389,6;0,55;72292,43;2319,82;0,0321;1159,91;2008;4115358;17065,84; SECA
Maripá;PR;Soja;20;2526;1389,6;0,55;24722,82;793,34;0,0321;396,67;2008;4115358;2366,52; SECA
Terra Roxa;PR;Soja;45;2301;1265,4;0,55;44229,19;1419,29;0,0321;709,65;2008;4127403;6272,59; SECA
São Miguel do Iguaçu;PR;Soja;7;2511;1381,2;0,55;6350,7;211,76;0,0333;105,88;2008;4125704;1550,45; SECA
São Miguel do Iguaçu;PR;Soja;26;2511;1381,2;0,55;27817,12;892,64;0,0321;446,32;2008;4125704;6323,96; SECA
São Miguel do Iguaçu;PR;Soja;12;2511;1381,2;0,55;12701,4;407,58;0,0321;203,79;2008;4125704;1655,28; SECA
Palotina;PR;Soja;30;2554,8;1405,2;0,55;32033,44;1027,94;0,0321;513,97;2008;4117909;5038,80; SECA
Missal;PR;Soja;12;2436;1339,8;0,55;14401,37;462,13;0,0321;231,07;2008;4116059;2888,53; SECA
Missal;PR;Soja;10;2436;1339,8;0,55;11521,09;369,71;0,0321;184,86;2008;4116059;4450,50; SECA
Missal;PR;Soja;17;2436;1339,8;0,55;20507,56;658,07;0,0321;329,04;2008;4116059;4462,28; SECA
São Miguel do Iguaçu;PR;Soja;12;2511;1381,2;0,55;14372,64;461,21;0,0321;230,61;2008;4125704;3590,07; SECA
São Miguel do Iguaçu;PR;Soja;21;2511;1381,2;0,55;25870,75;830,17;0,0321;415,09;2008;4125704;7239,45; SECA
São Pedro do Iguaçu;PR;Soja;45;2867,4;1577,4;0,55;62363,94;1958,69;0,0314;979,35;2008;4125753;20937,91; SECA
São José das Palmeiras;PR;Soja;14;1891,2;1040,4;0,55;12989,03;407,96;0,0314;203,98;2008;4125456;3858,54; SECA
Rolândia;PR;Milho 1ª safra;12;6805,2;3402,6;0,50;16468,1;689,56;0,0419;344,78;2008;4122404;290,40; SECA
Campina da Lagoa;PR;Soja;36;2058;2940;1,43;50460,64;1746,56;0,0346;873,28;2008;4103909;10984,27; SECA
